epoch,learning_rate,train_loss,train_accuracy,val_loss,val_accuracy
1,0.0009890738003669028,0.5491232389476565,0.796037037037037,0.3607338800430298,0.8696666666666667
2,0.0009567727288213003,0.31409965868349426,0.8827592592592592,0.30868075899283093,0.8871666666666667
3,0.0009045084971874737,0.257818136745029,0.905074074074074,0.26387564281622566,0.9043333333333333
4,0.0008345653031794292,0.22542337222011,0.9173888888888889,0.2684842876593272,0.9001666666666667
5,0.00075,0.20154312347261993,0.9254259259259259,0.2509995450576146,0.906
6,0.0006545084971874737,0.18009605796469583,0.9326851851851852,0.2053061013817787,0.9276666666666666
7,0.0005522642316338268,0.1585218060369845,0.9407777777777778,0.2026349229812622,0.926
8,0.0004477357683661734,0.14078852716860948,0.9488148148148148,0.2021047853430112,0.9286666666666666
9,0.0003454915028125264,0.12329179583876221,0.954925925925926,0.21591325189669927,0.9243333333333333
10,0.0002500000000000001,0.10482093384089293,0.9610925925925926,0.1918056667049726,0.9346666666666666
11,0.00016543469682057103,0.09009022283333319,0.9662962962962963,0.1970089466869831,0.9385
12,9.549150281252631e-05,0.0765999991165267,0.9724444444444444,0.20587188840905826,0.9363333333333334
13,4.322727117869951e-05,0.06562613905359198,0.9770925925925926,0.20489428423841793,0.9365
14,1.0926199633097156e-05,0.0589822486727326,0.9798888888888889,0.20422112024823824,0.9395
15,0.0,0.05515508618178191,0.9815555555555555,0.2093379220167796,0.9375
