epoch,learning_rate,train_loss,train_accuracy,val_loss,val_accuracy
1,0.0009890738003669028,0.6315488361429286,0.7695185185185185,0.46202986311912536,0.8266666666666667
2,0.0009567727288213003,0.45923718673211555,0.834,0.4173674703439077,0.8451666666666666
3,0.0009045084971874737,0.4173421786272967,0.8490740740740741,0.422676736275355,0.8488333333333333
4,0.0008345653031794292,0.391753866204509,0.8541666666666666,0.36577632546424865,0.8658333333333333
5,0.00075,0.36905077471556486,0.8642592592592593,0.35774987836678823,0.866
6,0.0006545084971874737,0.34962695862628795,0.8698888888888889,0.35634389678637185,0.8723333333333333
7,0.0005522642316338268,0.3305197470232292,0.8766851851851852,0.3349351862271627,0.8758333333333334
8,0.0004477357683661734,0.31692311879882107,0.881537037037037,0.324138716896375,0.8801666666666667
9,0.0003454915028125264,0.2983813063347781,0.8877777777777778,0.318230389436086,0.8811666666666667
10,0.0002500000000000001,0.28353357026312087,0.8928148148148148,0.311482865134875,0.8851666666666667
11,0.00016543469682057103,0.2700233459737566,0.8979074074074074,0.3014278302590052,0.8903333333333333
12,9.549150281252631e-05,0.2581402748690711,0.9012407407407408,0.31438100548585257,0.8865
13,4.322727117869951e-05,0.24758540798999645,0.9064444444444445,0.3027329751650492,0.8905
14,1.0926199633097156e-05,0.23853248454906323,0.9102407407407408,0.2951495139201482,0.8936666666666667
15,0.0,0.23328861227300432,0.9112777777777777,0.293376220703125,0.8938333333333334
