epoch,learning_rate,train_loss,train_accuracy,val_loss,val_accuracy
1,0.0009890738003669028,0.5014268547428978,0.8204444444444444,0.40015065677960715,0.8463333333333334
2,0.0009567727288213003,0.3679213741267169,0.8645555555555555,0.3740228013594945,0.8603333333333333
3,0.0009045084971874737,0.3345776513417562,0.8767037037037037,0.3629207099278768,0.8641666666666666
4,0.0008345653031794292,0.31126099137906676,0.8845925925925926,0.32971936047077177,0.8766666666666667
5,0.00075,0.2936679778010757,0.8904074074074074,0.32116758743921914,0.8805
6,0.0006545084971874737,0.27603367827998265,0.8972777777777777,0.31738217755158743,0.8871666666666667
7,0.0005522642316338268,0.2613119432528814,0.9015925925925926,0.304784329255422,0.8853333333333333
8,0.0004477357683661734,0.24783480471151847,0.9067407407407407,0.29663021552562713,0.8881666666666667
9,0.0003454915028125264,0.2333045870264371,0.9120925925925926,0.30144503903388975,0.8906666666666667
10,0.0002500000000000001,0.21995737790619885,0.9171296296296296,0.2915254282951355,0.8955
11,0.00016543469682057103,0.21058140174106316,0.9205740740740741,0.28717832287152606,0.8981666666666667
12,9.549150281252631e-05,0.20078024984289097,0.9249444444444445,0.29989522592226664,0.8945
13,4.322727117869951e-05,0.19212709981865353,0.928,0.295951998591423,0.8961666666666667
14,1.0926199633097156e-05,0.1872428541051017,0.930074074074074,0.28727888015906017,0.8985
15,0.0,0.18474607022603354,0.9316111111111111,0.2876975766023,0.8983333333333333
