epoch,learning_rate,train_loss,train_accuracy,val_loss,val_accuracy
1,0.0009890738003669028,0.6302425417458569,0.7684814814814814,0.4580962906678518,0.8351666666666666
2,0.0009567727288213003,0.4573981604134595,0.8348148148148148,0.4276339657306671,0.8388333333333333
3,0.0009045084971874737,0.41959384715115583,0.8477222222222223,0.42792123834292095,0.847
4,0.0008345653031794292,0.3928360295119109,0.8538148148148148,0.38405663514137267,0.8545
5,0.00075,0.3701112244040878,0.862574074074074,0.3647286459207535,0.8663333333333333
6,0.0006545084971874737,0.35258745944941483,0.8680185185185185,0.35023725366592406,0.8743333333333333
7,0.0005522642316338268,0.33562753717987626,0.8748888888888889,0.33913254622618355,0.8758333333333334
8,0.0004477357683661734,0.31884554886376415,0.8820185185185185,0.3342801824808121,0.878
9,0.0003454915028125264,0.300953000664711,0.884962962962963,0.32465053578217823,0.8801666666666667
10,0.0002500000000000001,0.28573816129013346,0.8916851851851851,0.3295926909844081,0.8806666666666667
11,0.00016543469682057103,0.2697110287525036,0.8976666666666666,0.30965315210819244,0.8893333333333333
12,9.549150281252631e-05,0.25834372543405604,0.9023703703703704,0.3195976001818975,0.8858333333333334
13,4.322727117869951e-05,0.2467122609615326,0.9072222222222223,0.3150306633710861,0.8871666666666667
14,1.0926199633097156e-05,0.23914164436746527,0.9102407407407408,0.30413423120975497,0.8908333333333334
15,0.0,0.23289487609156856,0.9115925925925926,0.3043035130103429,0.8908333333333334
