epoch,learning_rate,train_loss,train_accuracy,val_loss,val_accuracy
1,0.0009890738003669028,1.2629896127206308,0.49524074074074076,0.9534918556213379,0.6235
2,0.0009567727288213003,0.9153815055776525,0.6445,0.8165239928563436,0.6876666666666666
3,0.0009045084971874737,0.8297760485896358,0.6778888888888889,0.7687273316383362,0.702
4,0.0008345653031794292,0.7790987530107851,0.6983703703703704,0.7649567662874858,0.7038333333333333
5,0.00075,0.7313184019724528,0.7150740740740741,0.7171861240069072,0.7303333333333333
6,0.0006545084971874737,0.6933381307213394,0.7327222222222223,0.6639729409217835,0.7458333333333333
7,0.0005522642316338268,0.6584607156117758,0.7483888888888889,0.6504796601931254,0.7501666666666666
8,0.0004477357683661734,0.627705355308674,0.7597037037037037,0.6132652788162232,0.7721666666666667
9,0.0003454915028125264,0.5964782342910767,0.7708148148148148,0.5943567051092784,0.777
10,0.0002500000000000001,0.5686267799271477,0.7820555555555555,0.5767284186681112,0.7883333333333333
11,0.00016543469682057103,0.5446324970810502,0.790074074074074,0.5663161189556122,0.7931666666666667
12,9.549150281252631e-05,0.5231790491033483,0.7983333333333333,0.5518092896143595,0.7976666666666666
13,4.322727117869951e-05,0.5050749910849112,0.8062037037037038,0.5467043942610422,0.7991666666666667
14,1.0926199633097156e-05,0.4914180910322401,0.8102407407407407,0.5461589319705963,0.7986666666666666
15,0.0,0.4840658173031277,0.8147592592592593,0.5364652604262035,0.8035
