epoch,learning_rate,train_loss,train_accuracy,val_loss,val_accuracy
1,0.0009890738003669028,0.7484099472981912,0.723925925925926,0.4819052975177765,0.8265
2,0.0009567727288213003,0.49523422882292006,0.8225,0.4317387284437815,0.8446666666666667
3,0.0009045084971874737,0.4466632083963465,0.8375925925925926,0.42623192008336386,0.848
4,0.0008345653031794292,0.4131975817768662,0.8482037037037037,0.39791710329055785,0.8531666666666666
5,0.00075,0.39090977606949984,0.8573888888888889,0.39798943893114724,0.8566666666666667
6,0.0006545084971874737,0.3675122116495062,0.8636851851851852,0.3829887031316757,0.8591666666666666
7,0.0005522642316338268,0.3493570773027561,0.870462962962963,0.36381625910600024,0.8671666666666666
8,0.0004477357683661734,0.33111319683657753,0.8761111111111111,0.3417618324756622,0.8756666666666667
9,0.0003454915028125264,0.3136736536909033,0.8822592592592593,0.3209261845350265,0.8823333333333333
10,0.0002500000000000001,0.29484227703235766,0.8893333333333333,0.32696541627248127,0.8813333333333333
11,0.00016543469682057103,0.28029095892552974,0.895,0.30717474178473153,0.8875
12,9.549150281252631e-05,0.264579335309841,0.8999814814814815,0.31113055006663004,0.8876666666666667
13,4.322727117869951e-05,0.25288461605707807,0.9042777777777777,0.31419077201684315,0.8873333333333333
14,1.0926199633097156e-05,0.2422549038419017,0.9082962962962963,0.30627173495292664,0.889
15,0.0,0.23776987052846837,0.9116111111111111,0.3038752666711807,0.8916666666666667
