epoch,learning_rate,train_loss,train_accuracy,val_loss,val_accuracy
1,0.0009890738003669028,1.262131233127029,0.49827777777777776,0.9613405419985454,0.6253333333333333
2,0.0009567727288213003,0.9020557990074157,0.6441111111111111,0.851981677532196,0.6613333333333333
3,0.0009045084971874737,0.7907919233463429,0.6876851851851852,0.8018932197888692,0.6813333333333333
4,0.0008345653031794292,0.732944791511253,0.7096666666666667,0.7786548431714376,0.6888333333333333
5,0.00075,0.6852977955606249,0.727037037037037,0.7610427765846253,0.6998333333333333
6,0.0006545084971874737,0.6439919479688009,0.7445185185185185,0.7611942591667176,0.7035
7,0.0005522642316338268,0.6091159021766097,0.7568888888888889,0.7662420636812846,0.7018333333333333
8,0.0004477357683661734,0.5747357497215271,0.7722777777777777,0.74080304702123,0.7086666666666667
9,0.0003454915028125264,0.5392493746015761,0.7847962962962963,0.7453605171839396,0.7165
10,0.0002500000000000001,0.5126280724030954,0.7948333333333333,0.7606371709505717,0.7153333333333334
11,0.00016543469682057103,0.4863506021499634,0.8068703703703703,0.7568060013453166,0.7173333333333334
12,9.549150281252631e-05,0.4629746703218531,0.8177037037037037,0.7640115447044372,0.7211666666666666
13,4.322727117869951e-05,0.44179196179354635,0.8266851851851852,0.7644482897122701,0.7218333333333333
14,1.0926199633097156e-05,0.43387109303474425,0.8278518518518518,0.7617913867632548,0.7231666666666666
15,0.0,0.42415987429795443,0.8337962962962963,0.7631765259106954,0.7243333333333334
