epoch,learning_rate,train_loss,train_accuracy,val_loss,val_accuracy
1,0.0009890738003669028,1.4725346805254618,0.432,1.2591783208847045,0.52
2,0.0009567727288213003,1.0897079450466014,0.5821851851851851,1.0376250642140707,0.5858333333333333
3,0.0009045084971874737,0.9651955916086833,0.6306481481481482,0.886867516040802,0.661
4,0.0008345653031794292,0.8976825690975896,0.6573888888888889,0.9275188156763713,0.6481666666666667
5,0.00075,0.8520057812796699,0.677074074074074,0.8301471956570943,0.6856666666666666
6,0.0006545084971874737,0.8016455752937882,0.6967592592592593,0.7459295404752095,0.7253333333333334
7,0.0005522642316338268,0.7518362963817737,0.7167222222222223,0.7387791943550109,0.7243333333333334
8,0.0004477357683661734,0.7195546489998146,0.7277407407407407,0.7064034377733867,0.7391666666666666
9,0.0003454915028125264,0.6880553056575633,0.7416666666666667,0.7731120422681172,0.713
10,0.0002500000000000001,0.6587114730057892,0.7529444444444444,0.7413093546231587,0.7241666666666666
11,0.00016543469682057103,0.6291488647284331,0.7649259259259259,0.6475720483462016,0.7566666666666667
12,9.549150281252631e-05,0.6041949010778357,0.7737592592592593,0.6875050190289815,0.7425
13,4.322727117869951e-05,0.5776883890717118,0.7833888888888889,0.6469799795150757,0.7545
14,1.0926199633097156e-05,0.5633399899447405,0.7888888888888889,0.6710725847880046,0.7536666666666667
15,0.0,0.5549429190070541,0.7920555555555555,0.6501050581932067,0.7585
